sms_id,message,message_length,label
HAM_SMS_02999,Please confirm your availability for the session.,49,ham
HAM_SMS_03958,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01937,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05160,Your payment has been received successfully.,44,ham
HAM_SMS_03118,Please find the details shared in the group.,44,ham
HAM_SMS_04371,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05172,The interview schedule will be shared soon.,43,ham
HAM_SMS_01149,Please find the details shared in the group.,44,ham
HAM_SMS_07194,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00429,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03474,Please confirm your availability for the session.,49,ham
HAM_SMS_01123,Please confirm your availability for the session.,49,ham
HAM_SMS_04175,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_07012,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02755,The report is ready for review.,31,ham
SPAM_SMS_00830,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_02068,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04137,The report is ready for review.,31,ham
HAM_SMS_01574,Your order has been delivered successfully.,43,ham
HAM_SMS_01652,I reached home safely.,22,ham
HAM_SMS_01553,Please find the details shared in the group.,44,ham
SPAM_SMS_01036,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
SPAM_SMS_02096,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_00026,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01727,Your payment has been received successfully.,44,ham
HAM_SMS_06112,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02713,Your payment has been received successfully.,44,ham
HAM_SMS_01464,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04177,Please confirm your availability for the session.,49,ham
HAM_SMS_03751,Please confirm your availability for the session.,49,ham
SPAM_SMS_00572,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_07336,Please confirm your availability for the session.,49,ham
HAM_SMS_05695,Please confirm your availability for the session.,49,ham
HAM_SMS_07312,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_07176,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00211,I reached home safely.,22,ham
SPAM_SMS_01337,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_00386,Your order has been delivered successfully.,43,ham
HAM_SMS_05004,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01565,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01596,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04050,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01862,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06887,The report is ready for review.,31,ham
HAM_SMS_00728,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_04622,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04069,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_01420,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00428,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_06512,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00798,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_06822,Please call me when you are free.,33,ham
SPAM_SMS_01327,Claim your free gift card now before it expires.,48,spam
SPAM_SMS_01441,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_01608,The report is ready for review.,31,ham
HAM_SMS_01547,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00636,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_02000,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_03180,The interview schedule will be shared soon.,43,ham
HAM_SMS_04902,Please find the details shared in the group.,44,ham
HAM_SMS_06347,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_02738,Please call me when you are free.,33,ham
SPAM_SMS_02104,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_07185,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05769,Your payment has been received successfully.,44,ham
HAM_SMS_06367,The report is ready for review.,31,ham
SPAM_SMS_02223,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_00591,The interview schedule will be shared soon.,43,ham
HAM_SMS_07022,Please call me when you are free.,33,ham
HAM_SMS_05745,Your payment has been received successfully.,44,ham
HAM_SMS_06854,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01050,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_04486,Your payment has been received successfully.,44,ham
HAM_SMS_05735,Please confirm your availability for the session.,49,ham
HAM_SMS_01018,The report is ready for review.,31,ham
SPAM_SMS_00751,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_01784,Your order has been delivered successfully.,43,ham
HAM_SMS_04409,The report is ready for review.,31,ham
HAM_SMS_04718,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01765,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_02340,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_00068,You won a shopping voucher. Claim it today.,43,spam
SPAM_SMS_00605,Claim your free gift card now before it expires.,48,spam
SPAM_SMS_01593,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_06780,Please call me when you are free.,33,ham
SPAM_SMS_00721,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_06606,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_07087,Please call me when you are free.,33,ham
SPAM_SMS_02124,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_05432,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04689,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_01407,You won a shopping voucher. Claim it today.,43,spam
SPAM_SMS_01946,Claim your free gift card now before it expires.,48,spam
HAM_SMS_05543,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01979,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_03864,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_06495,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00271,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_05527,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_04466,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07373,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00840,Your order has been delivered successfully.,43,ham
HAM_SMS_00987,Your payment has been received successfully.,44,ham
SPAM_SMS_01772,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_00578,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_06202,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05766,The interview schedule will be shared soon.,43,ham
HAM_SMS_01468,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00484,Claim your free gift card now before it expires.,48,spam
HAM_SMS_01479,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00444,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_02538,Your payment has been received successfully.,44,ham
SPAM_SMS_01788,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_01870,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03844,The interview schedule will be shared soon.,43,ham
HAM_SMS_04756,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01568,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_06899,The interview schedule will be shared soon.,43,ham
HAM_SMS_02854,Your order has been delivered successfully.,43,ham
HAM_SMS_03467,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_06709,The report is ready for review.,31,ham
SPAM_SMS_00103,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_00112,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_04625,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04932,Please find the details shared in the group.,44,ham
SPAM_SMS_00861,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_07114,The report is ready for review.,31,ham
HAM_SMS_03520,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00683,The report is ready for review.,31,ham
HAM_SMS_04453,Your payment has been received successfully.,44,ham
SPAM_SMS_01919,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00833,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_03871,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_01145,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05911,I reached home safely.,22,ham
HAM_SMS_01211,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02194,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01325,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
SPAM_SMS_01131,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_04245,Your order has been delivered successfully.,43,ham
SPAM_SMS_01964,Earn money from home without investment. Join now.,50,spam
HAM_SMS_05466,The interview schedule will be shared soon.,43,ham
HAM_SMS_03095,Please call me when you are free.,33,ham
HAM_SMS_03819,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04894,Please confirm your availability for the session.,49,ham
HAM_SMS_06240,Please call me when you are free.,33,ham
SPAM_SMS_00524,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_00166,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_00054,Please find the details shared in the group.,44,ham
HAM_SMS_06352,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_01423,Please confirm your availability for the session.,49,ham
SPAM_SMS_01855,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_01196,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01811,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_03352,Please find the details shared in the group.,44,ham
SPAM_SMS_00445,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_05539,Please confirm your availability for the session.,49,ham
HAM_SMS_02618,Your payment has been received successfully.,44,ham
SPAM_SMS_02423,Exclusive offer only for you. Click here to redeem.,51,spam
SPAM_SMS_01358,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_05473,Your order has been delivered successfully.,43,ham
HAM_SMS_06542,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_02282,Claim your free gift card now before it expires.,48,spam
HAM_SMS_01396,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02686,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03204,Your order has been delivered successfully.,43,ham
HAM_SMS_02317,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_07368,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00772,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01025,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_02100,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_02087,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_04498,The interview schedule will be shared soon.,43,ham
HAM_SMS_05055,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_06064,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05566,The interview schedule will be shared soon.,43,ham
HAM_SMS_00394,The interview schedule will be shared soon.,43,ham
HAM_SMS_03931,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00847,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_02303,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05994,Please find the details shared in the group.,44,ham
HAM_SMS_00857,Please confirm your availability for the session.,49,ham
HAM_SMS_06257,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02964,Please confirm your availability for the session.,49,ham
HAM_SMS_01441,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00642,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_02652,Your order has been delivered successfully.,43,ham
SPAM_SMS_00962,Suspicious login detected. Update your password immediately.,60,spam
SPAM_SMS_01977,Claim your free gift card now before it expires.,48,spam
HAM_SMS_02723,The interview schedule will be shared soon.,43,ham
HAM_SMS_07346,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05924,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_07422,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01285,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_06133,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_07067,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00949,Your order has been delivered successfully.,43,ham
HAM_SMS_01029,Please confirm your availability for the session.,49,ham
HAM_SMS_03052,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00932,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_06970,The interview schedule will be shared soon.,43,ham
HAM_SMS_00575,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_00167,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00213,Your order has been delivered successfully.,43,ham
HAM_SMS_01393,The interview schedule will be shared soon.,43,ham
HAM_SMS_02812,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05889,The report is ready for review.,31,ham
SPAM_SMS_00011,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_00143,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01050,Please find the details shared in the group.,44,ham
HAM_SMS_03031,Please confirm your availability for the session.,49,ham
SPAM_SMS_00441,You are selected for a reward. Send your account details now.,61,spam
SPAM_SMS_01154,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_02593,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00666,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_01026,Claim your free gift card now before it expires.,48,spam
HAM_SMS_02412,The report is ready for review.,31,ham
HAM_SMS_03390,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_01259,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_01854,Your payment has been received successfully.,44,ham
HAM_SMS_01828,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_00958,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_03123,I reached home safely.,22,ham
HAM_SMS_05042,Please call me when you are free.,33,ham
HAM_SMS_01156,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05455,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_02492,Earn money from home without investment. Join now.,50,spam
HAM_SMS_00284,Your payment has been received successfully.,44,ham
SPAM_SMS_01801,Earn money from home without investment. Join now.,50,spam
SPAM_SMS_00548,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_01818,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_01696,Please confirm your availability for the session.,49,ham
SPAM_SMS_02368,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
SPAM_SMS_02237,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_03300,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_02278,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04351,The interview schedule will be shared soon.,43,ham
HAM_SMS_01398,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00516,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_03015,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04492,I reached home safely.,22,ham
SPAM_SMS_01468,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_05643,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00124,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_05195,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_02547,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03754,The interview schedule will be shared soon.,43,ham
HAM_SMS_01282,Please call me when you are free.,33,ham
SPAM_SMS_01344,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_03534,Please find the details shared in the group.,44,ham
SPAM_SMS_02369,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_02599,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02062,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01454,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_00357,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_06425,Please find the details shared in the group.,44,ham
HAM_SMS_01065,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00021,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_05844,Please call me when you are free.,33,ham
HAM_SMS_06272,The report is ready for review.,31,ham
HAM_SMS_01399,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_02434,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01045,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_01857,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03367,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_07375,The interview schedule will be shared soon.,43,ham
HAM_SMS_01438,Please call me when you are free.,33,ham
HAM_SMS_02716,Please call me when you are free.,33,ham
HAM_SMS_03152,Please find the details shared in the group.,44,ham
HAM_SMS_06623,Please find the details shared in the group.,44,ham
HAM_SMS_06537,I reached home safely.,22,ham
HAM_SMS_06124,Please find the details shared in the group.,44,ham
HAM_SMS_02082,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03091,Please confirm your availability for the session.,49,ham
HAM_SMS_07124,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_02357,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
SPAM_SMS_00633,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_01547,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_05087,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02183,I reached home safely.,22,ham
SPAM_SMS_01080,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_02202,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_01070,Please confirm your availability for the session.,49,ham
HAM_SMS_01694,The report is ready for review.,31,ham
SPAM_SMS_00229,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_02810,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00476,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04445,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_01835,Earn money from home without investment. Join now.,50,spam
HAM_SMS_05709,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01716,Please find the details shared in the group.,44,ham
HAM_SMS_02361,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_04930,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05112,Your payment has been received successfully.,44,ham
HAM_SMS_00126,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03424,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00896,Exclusive offer only for you. Click here to redeem.,51,spam
SPAM_SMS_00417,Claim your free gift card now before it expires.,48,spam
HAM_SMS_03785,Please confirm your availability for the session.,49,ham
SPAM_SMS_00024,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_03959,Please find the details shared in the group.,44,ham
HAM_SMS_04364,Your payment has been received successfully.,44,ham
HAM_SMS_01825,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_07015,I reached home safely.,22,ham
HAM_SMS_06861,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_07367,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03966,I reached home safely.,22,ham
HAM_SMS_01472,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00959,The interview schedule will be shared soon.,43,ham
HAM_SMS_02893,Please find the details shared in the group.,44,ham
HAM_SMS_02698,I reached home safely.,22,ham
HAM_SMS_03805,I reached home safely.,22,ham
SPAM_SMS_01900,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_03500,Your order has been delivered successfully.,43,ham
HAM_SMS_03668,The report is ready for review.,31,ham
HAM_SMS_03703,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05546,I reached home safely.,22,ham
HAM_SMS_04331,Your order has been delivered successfully.,43,ham
HAM_SMS_06188,Please call me when you are free.,33,ham
HAM_SMS_02770,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01359,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01015,Please call me when you are free.,33,ham
HAM_SMS_04226,Your order has been delivered successfully.,43,ham
HAM_SMS_00393,Please call me when you are free.,33,ham
HAM_SMS_04363,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04288,Please find the details shared in the group.,44,ham
SPAM_SMS_01968,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04604,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_06324,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02571,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_06230,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_01978,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_04737,Please find the details shared in the group.,44,ham
HAM_SMS_02979,Your payment has been received successfully.,44,ham
HAM_SMS_01605,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_00487,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_00218,Your payment has been received successfully.,44,ham
HAM_SMS_02461,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04415,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05028,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00565,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
SPAM_SMS_00082,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_01971,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_07053,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05000,Your payment has been received successfully.,44,ham
HAM_SMS_01613,Please confirm your availability for the session.,49,ham
HAM_SMS_06346,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_00313,The interview schedule will be shared soon.,43,ham
HAM_SMS_03176,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_04011,Please call me when you are free.,33,ham
HAM_SMS_03650,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03058,Please call me when you are free.,33,ham
HAM_SMS_04503,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_02459,I reached home safely.,22,ham
SPAM_SMS_01397,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_06864,Please confirm your availability for the session.,49,ham
SPAM_SMS_00678,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_00317,Your payment has been received successfully.,44,ham
HAM_SMS_06206,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_01425,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_00701,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_00842,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_03196,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_07465,Your payment has been received successfully.,44,ham
HAM_SMS_02006,Your payment has been received successfully.,44,ham
HAM_SMS_01906,Your order has been delivered successfully.,43,ham
HAM_SMS_07142,Please confirm your availability for the session.,49,ham
SPAM_SMS_01724,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_05385,Please confirm your availability for the session.,49,ham
HAM_SMS_00115,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_05584,The interview schedule will be shared soon.,43,ham
HAM_SMS_03354,I reached home safely.,22,ham
HAM_SMS_07126,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01572,I reached home safely.,22,ham
HAM_SMS_02605,I reached home safely.,22,ham
SPAM_SMS_01027,Earn money from home without investment. Join now.,50,spam
HAM_SMS_06663,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02531,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04723,Please call me when you are free.,33,ham
HAM_SMS_02327,Your payment has been received successfully.,44,ham
HAM_SMS_02792,Please find the details shared in the group.,44,ham
HAM_SMS_02246,Please call me when you are free.,33,ham
HAM_SMS_05696,Your payment has been received successfully.,44,ham
SPAM_SMS_01190,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_01585,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03843,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_01753,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02504,Your order has been delivered successfully.,43,ham
SPAM_SMS_00184,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_00210,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_01239,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07122,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04264,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00386,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_00689,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_00671,Please confirm your availability for the session.,49,ham
SPAM_SMS_00299,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02231,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00109,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_02331,Your payment has been received successfully.,44,ham
SPAM_SMS_00331,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_01755,The interview schedule will be shared soon.,43,ham
HAM_SMS_04528,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06235,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05730,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_01270,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_04786,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02060,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_06458,The report is ready for review.,31,ham
HAM_SMS_01913,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04793,The report is ready for review.,31,ham
HAM_SMS_03604,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_02645,I reached home safely.,22,ham
HAM_SMS_07486,Your order has been delivered successfully.,43,ham
HAM_SMS_07489,Your payment has been received successfully.,44,ham
HAM_SMS_04121,Please find the details shared in the group.,44,ham
HAM_SMS_03040,The report is ready for review.,31,ham
HAM_SMS_06666,The interview schedule will be shared soon.,43,ham
HAM_SMS_01990,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_03392,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03422,Please call me when you are free.,33,ham
HAM_SMS_05450,I reached home safely.,22,ham
HAM_SMS_05153,Please find the details shared in the group.,44,ham
HAM_SMS_01793,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05739,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05476,I reached home safely.,22,ham
SPAM_SMS_00071,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_01725,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00022,Your payment has been received successfully.,44,ham
HAM_SMS_03443,Please call me when you are free.,33,ham
SPAM_SMS_01110,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_00634,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_06304,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_06162,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00616,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00737,Your payment has been received successfully.,44,ham
HAM_SMS_01020,The report is ready for review.,31,ham
HAM_SMS_02272,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04059,Your payment has been received successfully.,44,ham
SPAM_SMS_02079,Exclusive offer only for you. Click here to redeem.,51,spam
